item_id,label,item_type,under_contract,vendor,unit_cost,budget_line,approving_employee,department_use
507882862-1,semper rutrum nulla,Often,FALSE,Papa Hotel Romeo Quebec India Uniform Echo Alfa Lima November Bravo Charlie Kilo Tango X-ray,$384.21 ,69071,31-728-2937,Patient_services
484823954-0,erat eros,Once,FALSE,Tango Oscar Alfa Zulu Quebec Mike Delta Yankee Romeo Lima Uniform Echo Whiskey Papa X-ray November Juliett India,$274.17 ,26431,90-115-7815,Caretaker
417530602-1,nibh quisque,Yearly,TRUE,Victor Zulu Golf Alfa Foxtrot Echo Romeo Papa Lima Juliett Hotel X-ray,$904.01 ,57672,43-309-7526,Patient_services
103244154-2,pede,Never,FALSE,Echo Romeo X-ray Tango Papa Sierra Kilo Oscar Foxtrot Quebec Golf Lima Charlie Whiskey Delta India,$461.60 ,83532,87-687-1788,Facilities
996378942-0,convallis,Once,TRUE,Golf Echo Papa Whiskey Delta Zulu Quebec Juliett India Victor Kilo Sierra Charlie Uniform Romeo Mike Alfa Lima,$531.85 ,16967,10-902-2696,Caretaker
058618880-0,ornare consequat lectus,Once,TRUE,,$995.86 ,52403,19-112-6990,Maint
029141673-X,in,Never,TRUE,,$114.42 ,92527,68-717-0172,Accounting
669947151-1,in,Never,TRUE,Golf Oscar Alfa X-ray Zulu November Tango Sierra India Quebec Yankee Uniform Bravo Hotel Echo Papa Mike,$112.94 ,39525,76-576-6049,Facilities
499223037-7,in,Weekly,FALSE,India Yankee Kilo Papa Quebec Lima Uniform Charlie Alfa November Zulu Delta Hotel Whiskey Mike,$631.18 ,11547,20-716-2025,Accounting
450419892-4,neque aenean auctor,Seldom,FALSE,Delta Yankee Victor Juliett Echo Kilo Golf Mike November Whiskey Charlie X-ray Alfa Zulu India Foxtrot Oscar Hotel,$21.32 ,90295,65-103-3554,Patient_services
011667206-4,convallis morbi,Never,TRUE,Echo Kilo Victor Yankee X-ray Romeo Hotel Sierra Bravo Charlie Whiskey Golf Papa Mike,$984.82 ,6175,00-005-7493,Custodial
852093554-0,semper porta,Weekly,FALSE,,$975.13 ,33220,41-397-9978,Accounting
285337243-X,morbi quis tortor,Monthly,TRUE,Mike Kilo Alfa Lima Zulu Uniform Yankee Foxtrot Victor X-ray Sierra Quebec November Oscar Bravo Charlie Whiskey Juliett Papa,$576.75 ,51076,20-149-9843,Admin
248770126-9,amet consectetuer,Daily,TRUE,Uniform Quebec Kilo Whiskey Yankee X-ray November Romeo Lima Golf Alfa Mike Foxtrot Zulu Charlie Victor Delta,$776.11 ,98027,40-226-3301,Facilities
656129068-2,in est,Never,TRUE,Hotel Uniform November Kilo Romeo Golf Zulu Victor X-ray Oscar Papa Lima Tango Echo,$577.37 ,73744,89-762-8201,Admin
553977314-4,eget semper,Often,TRUE,Tango Lima Kilo Yankee Sierra India Romeo Echo November Foxtrot Mike Zulu Quebec Charlie,$321.02 ,2956,16-620-7654,Admin
418495749-8,luctus et,Never,FALSE,Zulu Foxtrot Romeo Yankee Uniform Kilo Echo November Mike Charlie Alfa Golf Quebec,$12.47 ,33840,54-196-4472,Custodial
640714624-0,facilisi cras,Seldom,TRUE,Sierra November Whiskey Bravo Charlie Uniform X-ray Oscar Victor Zulu Echo Delta Hotel Kilo Quebec Alfa Juliett Yankee India Foxtrot,$132.39 ,55769,08-981-3335,Accounting
952591631-6,in porttitor,Seldom,TRUE,,$300.18 ,21482,17-918-7456,Maint
597642519-4,quam,Monthly,FALSE,,$822.07 ,94412,44-264-2510,Accounting
562003207-8,feugiat,Weekly,TRUE,X-ray Juliett Victor Charlie Alfa Foxtrot Papa Yankee November Sierra Echo India Kilo Oscar,$793.24 ,74728,65-056-0487,Caretaker
084057441-X,quam a odio,Often,TRUE,India Hotel Bravo Alfa Golf Juliett Quebec Whiskey Foxtrot Romeo Papa X-ray Lima Kilo Yankee Charlie Echo Uniform November Oscar,$892.48 ,93099,56-937-1368,Maint
872450562-5,vulputate,Yearly,FALSE,,$867.19 ,49783,72-354-0496,Admin
286259119-X,eget tincidunt eget,Yearly,FALSE,Papa Charlie Foxtrot Oscar November Golf Hotel Romeo Yankee Zulu X-ray Kilo Delta Sierra Bravo India Victor Tango,$796.05 ,94761,16-395-8066,Admin
749671638-3,elit proin,Yearly,TRUE,Victor Charlie Tango Uniform Bravo Oscar Quebec Alfa Sierra Mike November,$953.72 ,8855,97-822-2435,Maint
584799532-6,at lorem,Never,FALSE,,$82.81 ,9562,19-278-8538,Patient_care
257294810-9,ut rhoncus,Once,TRUE,,$415.44 ,5225,51-259-3852,Patient_care
696217436-5,mattis pulvinar nulla,Daily,TRUE,,$830.88 ,1481,06-843-8897,Admin
385909688-5,lacus,Weekly,FALSE,Charlie Mike Uniform Lima Delta Victor Romeo Bravo Oscar X-ray India Yankee Tango Golf November Juliett,$783.84 ,71089,53-435-4736,Patient_care
891864537-6,montes nascetur ridiculus,Seldom,FALSE,,$539.46 ,80363,94-532-3338,Patient_care
385871493-3,tristique in,Seldom,FALSE,Oscar Yankee Tango X-ray India Romeo Juliett Lima Bravo Foxtrot Papa Whiskey Quebec Alfa Golf Hotel Zulu Uniform Mike November,$248.53 ,56352,21-075-0788,Facilities
896691726-7,condimentum id luctus,Daily,FALSE,,$309.63 ,88179,24-353-7832,Maint
475575888-2,natoque,Monthly,FALSE,,$664.72 ,19200,73-823-4265,Caretaker
653067176-5,vitae ipsum,Never,TRUE,Bravo Golf Echo Zulu Papa Victor Charlie Quebec Delta Tango Whiskey Alfa Kilo,$197.61 ,8760,01-662-9488,Accounting
228370193-7,non,Monthly,TRUE,Foxtrot Kilo Echo Papa Golf Alfa November Whiskey Lima Yankee Mike Hotel Juliett Charlie Oscar,$955.16 ,41063,06-346-3991,Facilities
192819956-9,lacinia aenean,Often,TRUE,,$460.34 ,55052,79-482-8403,Custodial
461820906-2,scelerisque mauris sit,Weekly,FALSE,Juliett Charlie India Kilo Lima Whiskey Echo Quebec Bravo Yankee X-ray Hotel Alfa Uniform Romeo Delta Victor Foxtrot,$518.16 ,16004,53-486-9860,Maint
702045028-8,ante vestibulum ante,Yearly,FALSE,,$736.16 ,93127,92-553-4849,Patient_care
582417512-8,nulla dapibus dolor,Weekly,FALSE,,$850.05 ,88088,92-244-2218,Patient_care
398330620-9,porta volutpat quam,Daily,FALSE,,$39.60 ,28709,49-791-3931,Patient_care
577327037-4,tempor turpis,Seldom,FALSE,Zulu Juliett Charlie November Echo Papa Bravo Hotel Delta Kilo Tango Mike Golf Victor Romeo India,$271.93 ,10749,94-533-8910,Patient_services
611967929-4,blandit,Daily,TRUE,Uniform Zulu Tango November X-ray Whiskey Echo Yankee Papa Romeo Golf Hotel,$947.58 ,5007,04-640-7750,Patient_care
231591626-7,molestie sed,Often,FALSE,Foxtrot X-ray Zulu Golf November Hotel Bravo India Uniform Quebec Victor Sierra Kilo Oscar Whiskey Romeo Mike Papa Echo Juliett,$72.73 ,47539,51-464-9868,Admin
063437315-3,purus,Never,FALSE,Mike Lima Golf Zulu Echo Victor Hotel Oscar Charlie Alfa Quebec Whiskey India X-ray Romeo,$157.37 ,45316,25-385-0575,Custodial
997809944-1,nunc viverra,Yearly,TRUE,,$650.92 ,21901,11-928-6682,Patient_services
866392258-2,pulvinar,Monthly,FALSE,,$316.78 ,84352,66-271-9590,Caretaker
716206526-0,cubilia,Seldom,TRUE,Lima X-ray Bravo Kilo Quebec Zulu Papa Delta Romeo November Alfa Echo Oscar,$834.18 ,13986,38-544-1021,Patient_services
382089922-7,non mauris morbi,Once,FALSE,Foxtrot Delta Zulu Charlie Sierra Romeo Papa Hotel Mike Oscar X-ray Juliett Alfa Tango Quebec India Echo Golf Yankee,$843.62 ,66671,19-945-6420,Facilities
762804260-0,pede,Yearly,TRUE,Romeo Zulu Mike Lima X-ray Hotel Juliett Echo Victor Quebec Bravo,$316.60 ,11115,13-593-2092,Patient_care
836317216-2,integer,Monthly,TRUE,Uniform Delta Foxtrot Papa Hotel Golf Quebec Zulu Lima Echo Yankee Victor Kilo India Alfa,$309.96 ,67451,87-066-1925,Facilities
780856084-7,nunc donec,Never,TRUE,X-ray Golf Yankee Romeo November Charlie Hotel Zulu Kilo Echo Tango Lima Alfa Delta Foxtrot Mike Sierra Oscar Juliett,$15.28 ,46365,86-971-0599,Patient_services
779414302-0,odio odio elementum,Yearly,TRUE,Juliett India Victor Mike Charlie Yankee Alfa November Uniform Whiskey Tango X-ray Oscar Papa Romeo Hotel,$442.24 ,15584,17-484-7619,Maint
660378905-1,sem sed sagittis,Monthly,TRUE,Alfa Kilo Whiskey Tango Oscar Juliett Golf Delta Charlie Romeo Sierra,$693.24 ,14843,91-025-8524,Accounting
043343870-3,nulla nisl,Never,TRUE,Yankee Oscar Hotel Bravo India Sierra X-ray Charlie Alfa Tango Juliett,$811.32 ,70738,64-665-7460,Caretaker
757045909-1,quam sapien,Daily,TRUE,Victor Lima Romeo Sierra Delta India Charlie Echo Quebec Whiskey X-ray Kilo Uniform Alfa Papa Oscar Bravo,$51.56 ,75790,18-997-3785,Facilities
835210648-1,massa donec dapibus,Yearly,TRUE,Delta X-ray Charlie Quebec Mike Hotel Sierra Golf Echo Lima Uniform Bravo,$271.29 ,49762,49-438-7930,Patient_care
642544891-1,vivamus vestibulum,Yearly,FALSE,Sierra Lima Tango Whiskey Quebec Echo Kilo Oscar Uniform November Juliett X-ray,$447.59 ,36767,07-825-7774,Admin
017987127-7,mauris morbi,Never,FALSE,Lima Zulu India Yankee Hotel Romeo Juliett Mike Alfa Whiskey Oscar Delta Kilo X-ray November Golf,$487.30 ,36155,39-593-0924,Admin
805599993-7,fringilla,Once,TRUE,Kilo Yankee Foxtrot Oscar India Golf Uniform Zulu Victor Lima Sierra Quebec Charlie Mike Delta Romeo,$54.35 ,7179,15-427-7263,Admin
515690616-8,orci,Never,TRUE,,$665.33 ,87026,42-058-4976,Caretaker
708097815-7,cum,Weekly,TRUE,Echo Juliett Whiskey November Bravo Quebec Sierra X-ray India Papa Delta Golf,$744.39 ,92109,33-690-4807,Admin
355896038-6,velit donec diam,Daily,FALSE,Oscar X-ray Alfa Bravo Juliett Quebec Yankee Victor Sierra Golf Whiskey Uniform Delta Mike Echo Kilo November Papa,$213.76 ,47499,72-210-7367,Admin
722826840-7,a,Once,TRUE,,$146.39 ,25952,47-522-7911,Caretaker
445018653-2,ac lobortis vel,Seldom,FALSE,,$605.75 ,85693,68-646-6824,Patient_care
681739249-7,vitae ipsum aliquam,Once,FALSE,Sierra Lima Echo Quebec Kilo Yankee Romeo Papa Oscar Mike Whiskey Foxtrot Charlie November Juliett X-ray Golf Zulu,$928.29 ,13769,02-460-4723,Admin
769659775-2,elementum nullam varius,Seldom,FALSE,,$231.81 ,15352,17-128-9293,Admin
834528218-0,nisi venenatis,Yearly,TRUE,,$536.70 ,82262,15-075-0107,Facilities
735122800-0,morbi odio odio,Seldom,FALSE,Foxtrot Uniform Papa India Bravo Lima Juliett Zulu Yankee Hotel Kilo November Romeo Quebec Mike Delta,$485.53 ,78433,72-962-8192,Caretaker
771720102-X,pellentesque viverra,Often,TRUE,,$487.97 ,86175,81-103-3948,Caretaker
577362395-1,integer ac,Weekly,TRUE,,$90.50 ,99641,44-533-2795,Patient_services
097558158-9,consequat,Seldom,FALSE,Papa Golf Victor Foxtrot Whiskey Oscar Kilo November India Mike Quebec Lima Yankee X-ray Uniform Charlie Delta Juliett Hotel,$350.30 ,5501,29-071-4434,Admin
043181448-1,posuere,Yearly,TRUE,Hotel Mike Zulu Foxtrot X-ray Echo Yankee Uniform Charlie Sierra Bravo Oscar Victor Lima Delta Kilo Golf November,$698.50 ,48491,45-021-2297,Patient_services
062190228-4,erat,Seldom,FALSE,Zulu Romeo Uniform Hotel Bravo Victor Sierra Golf Quebec Tango Foxtrot X-ray Juliett Echo Kilo Oscar Whiskey India Charlie Mike,$977.29 ,66514,72-497-5180,Patient_care
706834424-0,nullam porttitor lacus,Monthly,FALSE,Mike Papa Foxtrot Oscar Golf November Zulu Bravo Lima Quebec Tango Alfa Echo Charlie Yankee Romeo Kilo Delta,$710.97 ,23720,74-014-2608,Maint
574618207-9,curabitur,Yearly,TRUE,Whiskey Alfa Bravo Lima Golf November Kilo Quebec Uniform India Mike Tango Sierra Victor Delta Echo,$907.23 ,92895,39-925-0960,Accounting
103045447-7,dui nec,Often,FALSE,,$400.32 ,8356,82-254-6874,Patient_care
468777114-9,quis lectus,Once,TRUE,,$640.93 ,77614,44-360-4866,Custodial
156934368-3,vel,Once,FALSE,Golf Quebec Zulu Mike Romeo Delta Lima Hotel November Kilo Oscar Foxtrot Echo Whiskey Bravo X-ray,$510.17 ,31072,03-040-9666,Admin
636944316-6,non,Once,TRUE,,$899.25 ,91274,64-914-9753,Admin
774638527-3,etiam faucibus cursus,Once,TRUE,,$454.00 ,89234,05-938-9810,Maint
716880246-1,consequat lectus,Never,FALSE,Oscar Foxtrot Kilo Quebec Golf Lima X-ray Juliett Hotel Charlie Sierra Papa Zulu Romeo Echo Victor,$436.15 ,59409,42-198-1989,Facilities
717928845-4,nisi vulputate,Once,FALSE,Mike Papa X-ray Charlie Bravo Lima Echo Delta Yankee Kilo,$411.29 ,81261,37-635-1251,Caretaker
847680996-4,habitasse platea,Once,TRUE,,$974.32 ,46595,16-104-5849,Caretaker
872292965-7,penatibus,Once,TRUE,,$865.27 ,64363,94-740-5918,Caretaker
056827681-7,velit eu,Daily,FALSE,Delta Hotel Oscar India Foxtrot Bravo Quebec Yankee Golf X-ray Whiskey Kilo Uniform Alfa,$369.87 ,54410,31-476-5178,Admin
456267538-1,erat volutpat,Never,TRUE,Yankee Juliett Sierra Foxtrot Romeo Echo Kilo Delta Alfa Golf Victor Tango Uniform November Oscar X-ray Quebec Whiskey Papa Mike,$16.41 ,31749,34-676-9480,Patient_care
131489862-0,vestibulum ante,Daily,FALSE,,$304.83 ,54448,14-251-7455,Facilities
139452027-1,nullam orci,Daily,TRUE,Uniform Kilo Victor Oscar Echo Golf Mike X-ray Yankee Hotel Sierra,$551.80 ,61935,38-656-6251,Admin
921751216-8,adipiscing elit proin,Weekly,FALSE,,$494.17 ,70898,45-235-6906,Admin
149902562-9,nunc commodo,Weekly,TRUE,,$389.31 ,81375,61-489-5737,Admin
112482104-X,sociis natoque penatibus,Yearly,FALSE,,$748.28 ,31528,56-377-9162,Maint
166851688-8,fermentum,Monthly,TRUE,,$640.85 ,58635,04-188-7854,Facilities
868545406-9,cras pellentesque volutpat,Yearly,FALSE,,$679.94 ,57527,23-518-5758,Accounting
681728234-9,odio elementum eu,Daily,FALSE,,$341.53 ,32816,90-842-9543,Custodial
122002353-1,nullam,Never,FALSE,,$190.40 ,11149,68-300-7509,Patient_care
523377310-4,ut erat id,Daily,TRUE,,$49.11 ,45889,71-184-7103,Admin
174363961-9,eget eleifend luctus,Daily,FALSE,,$258.32 ,93628,96-622-1872,Patient_services
350947059-1,quisque ut,Never,TRUE,Quebec Tango November Oscar X-ray Zulu Yankee Romeo Alfa Mike Golf Uniform Foxtrot Delta Papa India Juliett,$383.82 ,24918,78-617-8242,Custodial
136861419-1,ac nibh,Weekly,TRUE,,$718.67 ,16757,23-649-1596,Caretaker
048885980-8,convallis nunc,Daily,TRUE,,$968.11 ,84246,60-732-5735,Patient_services
768154837-8,ipsum primis,Never,TRUE,Bravo Whiskey Foxtrot Mike Juliett Sierra Charlie Alfa Tango Kilo Yankee,$771.07 ,76036,88-227-7742,Admin
716803910-5,purus phasellus in,Yearly,TRUE,Echo Papa Mike Tango India Lima November Delta Foxtrot Bravo,$590.02 ,34953,16-028-9130,Facilities
324633114-6,tellus in,Never,FALSE,Bravo November Sierra Whiskey Yankee Kilo Golf Uniform Victor Romeo Oscar Alfa Lima Foxtrot Echo Charlie Zulu India,$558.10 ,37337,86-340-8379,Admin
630784344-6,donec semper,Seldom,FALSE,,$538.77 ,95047,62-968-6824,Admin
134220036-5,lorem ipsum dolor,Once,TRUE,Papa Yankee Tango Uniform Whiskey Bravo Kilo Juliett Oscar Mike Golf Victor Zulu,$80.76 ,10736,63-084-4193,Facilities
810061848-8,eu,Daily,TRUE,Mike Juliett Golf Uniform November Delta Bravo Charlie Yankee India Echo,$768.60 ,80575,80-991-7040,Admin
687675776-5,maecenas rhoncus,Monthly,FALSE,Uniform Victor Echo Romeo Kilo Yankee Bravo Oscar Zulu Juliett Mike India Tango Delta November Hotel Golf Papa,$320.42 ,66894,18-010-2807,Accounting
582576486-0,nec,Never,FALSE,Echo Hotel Victor Foxtrot India Mike Quebec Bravo Charlie Delta Sierra Juliett Alfa Kilo,$866.43 ,19254,74-309-4745,Admin
533441589-0,augue,Yearly,TRUE,,$691.91 ,48973,38-421-2341,Patient_services
077874160-5,in felis donec,Monthly,TRUE,Oscar Lima Quebec Hotel Papa Delta Kilo Juliett Romeo Foxtrot Tango,$827.65 ,68688,17-822-8332,Facilities
536162587-6,venenatis lacinia aenean,Daily,TRUE,Alfa Echo X-ray Uniform Golf India Yankee Victor Romeo Papa,$363.84 ,82275,09-737-3124,Accounting
093780703-6,vestibulum ante ipsum,Weekly,FALSE,Alfa Papa Uniform Oscar Mike Whiskey Sierra Golf Charlie Bravo Lima Echo Juliett Romeo Hotel India November Tango Quebec,$747.80 ,42886,92-122-0835,Maint
578105196-1,pulvinar,Once,TRUE,,$964.06 ,7796,49-619-8074,Facilities
852634073-5,lectus pellentesque,Often,TRUE,,$160.42 ,20524,48-831-7647,Maint
085117771-9,platea dictumst,Seldom,TRUE,,$31.99 ,88670,24-302-6333,Caretaker
427139838-1,eu nibh quisque,Never,TRUE,Papa India Romeo Victor Mike Delta Bravo X-ray Sierra Yankee Tango November Juliett Foxtrot Lima Quebec,$639.06 ,97821,46-393-0232,Custodial
454831889-5,ante vivamus tortor,Monthly,TRUE,,$256.81 ,82556,80-034-1705,Accounting
296105660-8,ut,Never,TRUE,Hotel India Delta Victor Mike Foxtrot Tango Charlie Juliett Papa Echo,$274.89 ,41229,28-367-0010,Patient_services
281988438-5,proin,Monthly,FALSE,Sierra Quebec Bravo November Papa Whiskey Delta Charlie Golf Oscar Kilo,$780.09 ,94501,94-936-6246,Caretaker
322971004-5,lacus purus,Yearly,TRUE,,$727.18 ,93586,71-811-5685,Maint
081734699-6,dui vel,Often,FALSE,Delta Alfa Hotel November Whiskey Zulu Bravo Tango Sierra Uniform Juliett Quebec Papa Echo Oscar Foxtrot,$862.99 ,90264,05-893-5320,Admin
355424651-4,congue,Yearly,FALSE,,$807.33 ,19725,27-721-2868,Maint
511625486-0,magnis dis,Once,FALSE,,$311.68 ,63031,29-014-5392,Maint
929725116-1,turpis,Never,TRUE,Delta Yankee Tango Lima Golf Kilo Whiskey November Zulu Hotel Quebec Alfa,$6.92 ,55704,27-129-0821,Caretaker
611804494-5,lobortis,Once,FALSE,Alfa Papa India Kilo Sierra Romeo Juliett Hotel Tango Bravo Delta Zulu,$966.44 ,42365,55-131-5069,Caretaker
785640411-6,duis,Monthly,FALSE,Bravo Sierra November Alfa Yankee Hotel Uniform Zulu Juliett Tango Lima Quebec Romeo Mike Papa Oscar Delta Golf X-ray India,$372.54 ,31100,24-754-9174,Custodial
397083942-4,sit amet erat,Yearly,FALSE,,$437.19 ,87633,13-988-3699,Caretaker
100237947-4,in porttitor,Weekly,TRUE,,$931.48 ,73839,97-979-3330,Patient_services
157301441-9,turpis nec,Yearly,TRUE,Juliett Charlie India Romeo Tango Hotel Zulu Mike Quebec Victor,$609.65 ,12916,28-114-5147,Accounting
769455684-6,aliquet at feugiat,Often,TRUE,,$654.57 ,67982,57-105-6818,Facilities
226286566-3,in porttitor pede,Once,FALSE,Charlie Yankee Papa Delta Bravo Juliett Oscar Alfa Kilo Echo India Zulu Golf Uniform Hotel Whiskey Quebec Foxtrot Romeo X-ray,$131.65 ,49178,72-763-8658,Admin
868988215-4,suscipit nulla,Weekly,FALSE,,$149.04 ,97347,17-194-5664,Custodial
788777503-5,nam,Monthly,TRUE,Kilo Lima Yankee Golf India Charlie Juliett Sierra Victor Hotel Echo Bravo Quebec Mike Foxtrot Oscar,$598.59 ,42063,77-609-8607,Patient_care
042134544-6,sagittis,Often,FALSE,Foxtrot Kilo Romeo Bravo Delta X-ray Mike India Zulu Quebec November Hotel Sierra Charlie Papa Golf Uniform Yankee,$952.87 ,45801,31-495-7657,Patient_care
481123864-8,risus dapibus augue,Seldom,TRUE,,$400.99 ,36951,01-247-0762,Facilities
398946806-5,accumsan tellus,Seldom,TRUE,Hotel Golf Charlie Alfa Whiskey Uniform Oscar Quebec Sierra Romeo Tango Zulu Mike Lima Yankee Echo Papa X-ray Victor,$149.55 ,90002,30-870-2948,Caretaker
269722497-1,fringilla rhoncus,Often,TRUE,India Delta Uniform Alfa Zulu November Quebec Foxtrot Juliett Mike Whiskey Lima Tango Sierra Hotel,$368.68 ,50431,60-781-0147,Patient_care
041948789-1,posuere nonummy,Yearly,TRUE,Victor Echo Alfa X-ray Yankee Oscar Juliett Foxtrot Tango Golf Bravo Sierra Quebec,$195.99 ,39183,49-625-4917,Facilities
853229851-6,odio porttitor id,Weekly,FALSE,Juliett X-ray India Sierra Victor Charlie Papa Zulu Yankee Mike Oscar Golf Alfa Uniform Hotel Foxtrot Quebec Whiskey Lima Bravo,$638.47 ,82237,70-111-9661,Facilities
778083397-6,nunc,Once,FALSE,Zulu Tango Oscar Delta Yankee Juliett Victor Lima India Bravo Hotel Sierra,$277.04 ,10257,10-088-3920,Custodial
991292954-3,tellus in sagittis,Seldom,TRUE,Yankee Sierra Romeo Foxtrot Zulu Quebec Tango Echo Oscar Papa Victor November Golf X-ray Bravo Juliett Alfa Mike,$616.95 ,82945,46-596-2456,Patient_care
618450979-9,justo maecenas rhoncus,Daily,TRUE,Victor Whiskey Yankee X-ray Quebec November Kilo Bravo Zulu India Sierra Golf Uniform Delta,$80.98 ,54536,56-396-2300,Facilities
378625763-9,tortor eu pede,Never,TRUE,,$998.26 ,1962,01-795-9313,Facilities
406741471-4,mattis nibh,Daily,TRUE,Sierra India Alfa Romeo Mike November Papa Lima Charlie Foxtrot Zulu Victor,$730.95 ,7261,23-494-5361,Caretaker
714950397-7,quis,Once,TRUE,Quebec Romeo X-ray Whiskey Sierra Juliett Uniform Kilo Zulu Golf Oscar Bravo Echo Delta India,$306.02 ,12666,63-625-8934,Custodial
379410180-4,ultricies,Daily,TRUE,,$578.68 ,25007,52-019-6802,Caretaker
433445001-6,risus,Monthly,FALSE,X-ray Uniform Zulu Mike November Golf Tango India Kilo Oscar Quebec,$695.20 ,10576,66-346-2335,Patient_care
496125288-3,tortor,Seldom,FALSE,Uniform Tango Alfa X-ray Echo Romeo India Papa Yankee Bravo,$595.43 ,84053,28-508-4049,Facilities
850098113-X,lectus,Once,FALSE,,$938.12 ,56303,29-295-4069,Caretaker
844311984-5,adipiscing,Seldom,TRUE,Mike Sierra India Foxtrot Yankee Tango Kilo Zulu X-ray Charlie Victor Romeo,$678.08 ,97527,82-316-8583,Patient_care
393081612-1,in,Monthly,FALSE,Whiskey Charlie Romeo Delta November Yankee Quebec Victor Uniform Alfa Oscar,$460.06 ,34054,20-826-3759,Maint
287621251-X,semper,Often,FALSE,Quebec Papa India Yankee Sierra X-ray Hotel Juliett Golf Bravo Victor Delta Zulu Uniform Alfa Lima November,$840.15 ,90644,32-341-1418,Patient_services
882964140-5,aliquet,Weekly,TRUE,,$909.30 ,22473,07-161-8420,Maint
141697572-1,nulla mollis molestie,Monthly,TRUE,Bravo Kilo Delta Victor Sierra Echo Oscar Uniform November Juliett India Tango Zulu Lima Romeo Golf,$223.58 ,44949,46-515-2355,Facilities
938879799-X,sapien,Seldom,TRUE,Golf Zulu Quebec India Papa November Alfa Romeo Oscar Whiskey,$646.53 ,15240,75-890-2068,Admin
304137744-6,nunc,Never,TRUE,,$257.71 ,19948,60-083-7008,Custodial
993757519-2,etiam pretium,Never,FALSE,Hotel Yankee Bravo Charlie Papa Alfa Delta Victor Zulu Tango Lima Whiskey Mike Oscar Juliett,$97.57 ,53111,41-693-5249,Maint
106360526-1,posuere,Often,TRUE,Tango Charlie Yankee Uniform Bravo Oscar Romeo Lima Golf Foxtrot Delta Echo Papa,$5.34 ,42062,75-670-0486,Patient_care
167263342-7,gravida sem,Weekly,FALSE,,$231.69 ,711,52-024-0453,Patient_services
974898232-7,ut at dolor,Yearly,TRUE,Hotel Quebec Whiskey Lima Alfa Zulu Victor Charlie Foxtrot Sierra Delta Juliett,$10.43 ,2742,81-228-3893,Custodial
235683245-9,metus vitae,Once,TRUE,Kilo Victor November Bravo Hotel Mike Tango Alfa Romeo India Sierra X-ray Papa Whiskey Golf,$978.46 ,94545,16-136-0219,Custodial
047310177-7,est phasellus sit,Once,TRUE,,$242.04 ,93900,54-014-4200,Patient_services
573524652-6,morbi,Often,FALSE,November Hotel Charlie Zulu Lima Golf Yankee Uniform Echo X-ray Oscar India Alfa,$989.18 ,71462,42-081-7291,Facilities
057265508-8,erat,Never,FALSE,,$842.81 ,26752,15-491-1217,Patient_care
025447019-X,felis,Once,FALSE,,$100.25 ,6906,41-205-4518,Facilities
179104661-4,in imperdiet,Daily,FALSE,,$494.66 ,65181,17-361-2824,Caretaker
437025333-0,vitae ipsum aliquam,Seldom,FALSE,,$29.98 ,27995,31-676-1896,Maint
906381644-8,volutpat in,Yearly,FALSE,,$732.42 ,21164,13-016-2191,Admin
195642481-4,quis lectus suspendisse,Weekly,TRUE,Romeo Papa Hotel Lima Oscar Yankee Quebec Charlie November Kilo Victor,$131.93 ,61452,76-628-3634,Caretaker
619429587-2,morbi,Often,TRUE,Golf Papa Zulu India Victor Bravo Tango Kilo Mike Hotel Oscar Lima Juliett November Delta,$205.42 ,8931,96-554-6592,Admin
446136120-9,molestie,Once,TRUE,Juliett Papa Golf Foxtrot Tango Alfa Yankee Delta Zulu Sierra Echo Hotel,$388.98 ,26740,83-306-6677,Admin
813774929-2,in,Yearly,FALSE,Alfa Delta Victor Romeo Sierra Charlie India Tango Golf Bravo Mike Uniform Lima Oscar,$808.60 ,12491,39-804-0685,Facilities
635505916-4,tempor convallis nulla,Weekly,TRUE,Echo Foxtrot Quebec Lima Alfa Kilo Delta Sierra Hotel Papa Uniform,$530.48 ,57062,41-781-1300,Admin
166113512-9,lectus suspendisse,Daily,TRUE,Uniform Delta Papa Romeo Yankee Lima Whiskey Sierra Mike Juliett Echo Charlie Foxtrot Bravo Golf Tango Victor Oscar Hotel,$527.03 ,54304,19-607-4226,Facilities
147393471-0,eu orci mauris,Yearly,FALSE,,$141.87 ,43560,38-358-9721,Custodial
987146717-6,tellus,Weekly,TRUE,Bravo Mike Tango Romeo Sierra Foxtrot Golf Oscar Lima Zulu Kilo Whiskey Alfa,$357.39 ,17383,48-448-7094,Admin
176003486-X,diam vitae,Monthly,FALSE,Papa Echo Kilo Uniform Quebec Hotel Victor Charlie November Yankee Juliett Lima Oscar Foxtrot,$937.36 ,14381,40-741-8790,Admin
171931170-6,sollicitudin,Daily,FALSE,,$148.12 ,32012,56-058-3126,Patient_care
553859086-0,erat eros,Monthly,FALSE,Victor Zulu Lima Juliett Delta Golf Hotel India Tango November Echo,$943.51 ,88857,10-330-7101,Facilities
298814818-X,ipsum dolor sit,Seldom,FALSE,Bravo Tango Juliett Golf Victor Uniform Yankee Mike Delta India November,$586.35 ,29201,91-384-7081,Caretaker
682484035-1,pretium iaculis,Monthly,FALSE,Delta Uniform Charlie Bravo Hotel Zulu Yankee Lima Tango Oscar Victor Sierra Echo,$900.33 ,81882,09-554-8787,Admin
092108710-1,a,Often,TRUE,Lima Yankee Uniform Echo X-ray Foxtrot November Alfa Oscar Tango Victor Bravo Golf Papa,$578.13 ,27028,19-387-0036,Caretaker
